,date,kot,round_type,round,home_team,away_team,home_position,away_position,underdog,home_score,away_score,referee,game_stadium,attendance,season,derby,while_world_cup,kot_15_16,kot_16_17,kot_17_18,kot_18_19,kot_19_20,kot_20_21,kot_21_22,kot_22_23,while_champion_league,while_european_games,home_key,away_key,home_promoted,home_league_pts,home_is_relegated,home_is_champion,home_pos_b4_game,away_promoted,away_league_pts,away_is_relegated,away_is_champion,away_pos_b4_game,home_team_stadium,away_team_stadium,distance_in_km,capacity,att_ratio,ln(attendance),ln(capacity),built_in,stadium_age,stadium_age_squared,home_team_city,away_team_city
153,2013-02-11,20:50,Regular Season,22,Maccabi Tel Aviv,Hapoel Tel Aviv,1,3,Hapoel Tel Aviv,4,0,Eli Hacmon,Bloomfield,14000.0,2012,1,0,0,0,0,0,0,1,0,0,0,0,2012 - Regular Season - 22 - Maccabi Tel Aviv,2012 - Regular Season - 22 - Hapoel Tel Aviv,0,47,,,1.0,0,36,,,3.0,Bloomfield,Bloomfield,0.0,29400.0,0.47619047619047616,9.546812608597396,10.288749953326773,1962,51,2601,Tel Aviv,Tel Aviv
154,2013-02-16,17:00,Regular Season,23,Hapoel Tel Aviv,Ironi Kiryat Shmona,3,5,Ironi Kiryat Shmona,1,1,Alon Yefet,Bloomfield,6500.0,2012,0,0,0,0,1,0,0,0,0,0,0,0,2012 - Regular Season - 23 - Hapoel Tel Aviv,2012 - Regular Season - 23 - Ironi Kiryat Shmona,0,37,,,3.0,0,34,,,5.0,Bloomfield,Kiryat Shmona Municipal,149.2857438267817,29400.0,0.22108843537414966,8.779557455883728,10.288749953326773,1962,51,2601,Tel Aviv,Kiryat Shmona
155,2013-02-16,18:00,Regular Season,23,Hapoel Acre,FC Ashdod,14,8,Hapoel Acre,3,1,Eitan Shmuelevic,Giv'at Napoleon,600.0,2012,0,0,0,0,0,1,0,0,0,0,0,0,2012 - Regular Season - 23 - Hapoel Acre,2012 - Regular Season - 23 - FC Ashdod,0,20,,,14.0,0,31,,,8.0,Giv'at Napoleon,Yud-Alef,128.478695752612,5000.0,0.12,6.396929655216146,8.517193191416238,2011,2,4,Acre,Ashdod
156,2013-02-16,18:00,Regular Season,23,Hapoel Ramat haSharon,Maccabi Netanya,6,10,Maccabi Netanya,0,0,Halim Zatma,Grundman,500.0,2012,0,0,0,0,0,1,0,0,0,0,0,0,2012 - Regular Season - 23 - Hapoel Ramat haSharon,2012 - Regular Season - 23 - Maccabi Netanya,0,34,,,6.0,0,25,,,11.0,Grundman,Netanya,18.383489747018775,4700.0,0.10638297872340426,6.214608098422191,8.45531778769815,1998,15,225,Ramat HaSharon,Netanya
157,2013-02-16,18:00,Regular Season,23,Hapoel Ramat Gan,Hapoel Beer Sheva,12,9,Hapoel Ramat Gan,3,0,Eitan Tabrizi,Ramat Gan,950.0,2012,0,0,0,0,0,1,0,0,0,0,0,0,2012 - Regular Season - 23 - Hapoel Ramat Gan,2012 - Regular Season - 23 - Hapoel Beer Sheva,1,22,,,12.0,0,30,,,9.0,Ramat Gan,Vasermil,93.96395765192943,41583.0,0.022845874516028184,6.856461984594587,10.635446708881462,1950,63,3969,Ramat Gan,Be'er Sheva
158,2013-02-16,19:30,Regular Season,23,Ihud Bnei Sakhnin,Maccabi Haifa,11,2,Ihud Bnei Sakhnin,0,1,Roi Reinshreiber,Doha,3500.0,2012,0,0,0,0,0,0,1,0,0,0,0,0,2012 - Regular Season - 23 - Ihud Bnei Sakhnin,2012 - Regular Season - 23 - Maccabi Haifa,0,25,,,10.0,0,42,,,2.0,Doha,Kiryat Eliezer,31.162749287554362,8500.0,0.4117647058823529,8.160518247477505,9.047821442478408,2006,7,49,Sakhnin,Haifa
159,2013-02-17,20:10,Regular Season,23,Hapoel Haifa,Beitar Jerusalem,13,7,Hapoel Haifa,3,0,Ziv Adler,Kiryat Eliezer,5000.0,2012,0,0,0,0,0,0,0,1,0,0,0,0,2012 - Regular Season - 23 - Hapoel Haifa,2012 - Regular Season - 23 - Beitar Jerusalem,0,21,,,13.0,0,32,,,7.0,Kiryat Eliezer,Teddy,120.96725269125022,14000.0,0.35714285714285715,8.517193191416238,9.546812608597396,1955,58,3364,Haifa,Jerusalem
160,2013-02-18,20:50,Regular Season,23,Bnei Yehuda Tel Aviv,Maccabi Tel Aviv,4,1,Bnei Yehuda Tel Aviv,2,3,Orel Grinfeld,Bloomfield,10500.0,2012,0,0,0,0,0,0,0,1,0,0,0,0,2012 - Regular Season - 23 - Bnei Yehuda Tel Aviv,2012 - Regular Season - 23 - Maccabi Tel Aviv,0,35,,,4.0,0,50,,,1.0,Bloomfield,Bloomfield,0.0,29400.0,0.35714285714285715,9.259130536145614,10.288749953326773,1962,51,2601,Tel Aviv,Tel Aviv
161,2013-02-23,18:00,Regular Season,24,Hapoel Acre,Hapoel Haifa,14,13,Hapoel Acre,1,3,Shay Shitrit,Giv'at Napoleon,3800.0,2012,0,0,0,0,0,1,0,0,0,0,0,0,2012 - Regular Season - 24 - Hapoel Acre,2012 - Regular Season - 24 - Hapoel Haifa,0,20,,,14.0,0,24,,,13.0,Giv'at Napoleon,Kiryat Eliezer,13.268812543772238,5000.0,0.76,8.242756345714477,8.517193191416238,2011,2,4,Acre,Haifa
162,2013-02-23,18:00,Regular Season,24,Ironi Kiryat Shmona,Bnei Yehuda Tel Aviv,4,5,Bnei Yehuda Tel Aviv,2,0,Asaf Kenan,Kiryat Shmona Municipal,500.0,2012,0,0,0,0,0,1,0,0,0,0,0,0,2012 - Regular Season - 24 - Ironi Kiryat Shmona,2012 - Regular Season - 24 - Bnei Yehuda Tel Aviv,0,37,,,5.0,0,35,,,4.0,Kiryat Shmona Municipal,Bloomfield,149.2857438267817,5300.0,0.09433962264150944,6.214608098422191,8.575462099540212,1989,24,576,Kiryat Shmona,Tel Aviv
163,2013-02-23,18:00,Regular Season,24,FC Ashdod,Hapoel Ramat Gan,8,12,Hapoel Ramat Gan,2,3,Halim Zatma,Yud-Alef,600.0,2012,0,0,0,0,0,1,0,0,0,0,0,0,2012 - Regular Season - 24 - FC Ashdod,2012 - Regular Season - 24 - Hapoel Ramat Gan,0,31,,,8.0,1,25,,,12.0,Yud-Alef,Ramat Gan,36.21974077395758,7800.0,0.07692307692307693,6.396929655216146,8.961879012677683,1966,47,2209,Ashdod,Ramat Gan
164,2013-02-23,18:45,Regular Season,24,Maccabi Tel Aviv,Hapoel Ramat haSharon,1,6,Hapoel Ramat haSharon,1,0,Erez Papir,Bloomfield,9900.0,2012,0,0,0,0,0,1,0,0,0,0,0,0,2012 - Regular Season - 24 - Maccabi Tel Aviv,2012 - Regular Season - 24 - Hapoel Ramat haSharon,0,53,,,1.0,0,34,,,6.0,Bloomfield,Grundman,12.532931346252544,29400.0,0.336734693877551,9.20029003612268,10.288749953326773,1962,51,2601,Tel Aviv,Ramat HaSharon
165,2013-02-23,20:00,Regular Season,24,Hapoel Beer Sheva,Hapoel Tel Aviv,9,3,Hapoel Beer Sheva,1,2,Eitan Shmuelevic,Vasermil,3500.0,2012,0,0,0,0,0,0,0,1,0,0,0,0,2012 - Regular Season - 24 - Hapoel Beer Sheva,2012 - Regular Season - 24 - Hapoel Tel Aviv,0,30,,,9.0,0,40,,,3.0,Vasermil,Bloomfield,88.50381648793554,13000.0,0.2692307692307692,8.160518247477505,9.472704636443673,1959,54,2916,Be'er Sheva,Tel Aviv
166,2013-02-24,19:00,Regular Season,24,Maccabi Netanya,Ihud Bnei Sakhnin,10,11,Ihud Bnei Sakhnin,0,0,Daniel Bar Natan,Netanya,2300.0,2012,0,0,0,0,0,0,1,0,0,0,0,0,2012 - Regular Season - 24 - Maccabi Netanya,2012 - Regular Season - 24 - Ihud Bnei Sakhnin,0,26,,,10.0,0,26,,,11.0,Netanya,Doha,76.03997589403676,13800.0,0.16666666666666666,7.7406644019172415,9.532423871145296,2012,1,1,Netanya,Sakhnin
167,2013-02-24,20:50,Regular Season,24,Maccabi Haifa,Beitar Jerusalem,2,7,Beitar Jerusalem,4,1,Eli Hacmon,Kiryat Eliezer,13000.0,2012,0,0,0,0,0,0,0,1,0,0,0,0,2012 - Regular Season - 24 - Maccabi Haifa,2012 - Regular Season - 24 - Beitar Jerusalem,0,45,,,2.0,0,32,,,7.0,Kiryat Eliezer,Teddy,120.96725269125022,14000.0,0.9285714285714286,9.472704636443673,9.546812608597396,1955,58,3364,Haifa,Jerusalem
168,2013-03-02,15:00,Regular Season,25,Bnei Yehuda Tel Aviv,Hapoel Beer Sheva,5,9,Hapoel Beer Sheva,1,0,Alon Yefet,Bloomfield,3000.0,2012,0,0,1,0,0,0,0,0,0,0,0,0,2012 - Regular Season - 25 - Bnei Yehuda Tel Aviv,2012 - Regular Season - 25 - Hapoel Beer Sheva,0,38,,,5.0,0,30,,,9.0,Bloomfield,Vasermil,88.50381648793554,29400.0,0.10204081632653061,8.006367567650246,10.288749953326773,1962,51,2601,Tel Aviv,Be'er Sheva
169,2013-03-02,17:15,Regular Season,25,Ihud Bnei Sakhnin,Maccabi Tel Aviv,11,1,Ihud Bnei Sakhnin,0,3,Ziv Adler,Doha,3000.0,2012,0,0,0,0,1,0,0,0,0,0,0,0,2012 - Regular Season - 25 - Ihud Bnei Sakhnin,2012 - Regular Season - 25 - Maccabi Tel Aviv,0,26,,,11.0,0,56,,,1.0,Doha,Bloomfield,104.08872372945213,8500.0,0.35294117647058826,8.006367567650246,9.047821442478408,2006,7,49,Sakhnin,Tel Aviv
170,2013-03-02,18:00,Regular Season,25,Hapoel Ramat haSharon,Ironi Kiryat Shmona,6,4,Hapoel Ramat haSharon,0,1,Guy Berger,Grundman,500.0,2012,0,0,0,0,0,1,0,0,0,0,0,0,2012 - Regular Season - 25 - Hapoel Ramat haSharon,2012 - Regular Season - 25 - Ironi Kiryat Shmona,0,34,,,6.0,0,40,,,4.0,Grundman,Kiryat Shmona Municipal,137.30920736642844,4700.0,0.10638297872340426,6.214608098422191,8.45531778769815,1998,15,225,Ramat HaSharon,Kiryat Shmona
171,2013-03-02,18:00,Regular Season,25,Hapoel Ramat Gan,Hapoel Acre,12,14,Hapoel Acre,1,2,Menashe Masiah,Ramat Gan,1100.0,2012,0,0,0,0,0,1,0,0,0,0,0,0,2012 - Regular Season - 25 - Hapoel Ramat Gan,2012 - Regular Season - 25 - Hapoel Acre,1,25,,,12.0,0,23,,,14.0,Ramat Gan,Giv'at Napoleon,92.8391160790785,41583.0,0.026453117860664215,7.003065458786462,10.635446708881462,1950,63,3969,Ramat Gan,Acre
172,2013-03-02,19:30,Regular Season,25,Hapoel Tel Aviv,FC Ashdod,3,8,FC Ashdod,1,1,Liran Liany,Bloomfield,6500.0,2012,0,0,0,0,0,0,1,0,0,0,0,0,2012 - Regular Season - 25 - Hapoel Tel Aviv,2012 - Regular Season - 25 - FC Ashdod,0,41,,,3.0,0,32,,,8.0,Bloomfield,Yud-Alef,28.811916682556806,29400.0,0.22108843537414966,8.779557455883728,10.288749953326773,1962,51,2601,Tel Aviv,Ashdod
173,2013-03-03,20:15,Regular Season,25,Beitar Jerusalem,Maccabi Netanya,7,10,Maccabi Netanya,1,1,Orel Grinfeld,Teddy,4500.0,2012,0,0,0,0,0,0,0,1,0,0,0,0,2012 - Regular Season - 25 - Beitar Jerusalem,2012 - Regular Season - 25 - Maccabi Netanya,0,33,,,7.0,0,27,,,10.0,Teddy,Netanya,67.68303794070863,31733.0,0.1418082122711373,8.411832675758411,10.365112427854497,1990,23,529,Jerusalem,Netanya
174,2013-03-04,20:50,Regular Season,25,Maccabi Haifa,Hapoel Haifa,2,13,Hapoel Haifa,1,1,Daniel Bar Natan,Kiryat Eliezer,12000.0,2012,1,0,0,0,0,0,0,1,0,0,0,0,2012 - Regular Season - 25 - Maccabi Haifa,2012 - Regular Season - 25 - Hapoel Haifa,0,46,,,2.0,0,25,,,13.0,Kiryat Eliezer,Kiryat Eliezer,0.0,14000.0,0.8571428571428571,9.392661928770137,9.546812608597396,1955,58,3364,Haifa,Haifa
175,2013-03-09,17:00,Regular Season,26,Hapoel Acre,Hapoel Tel Aviv,14,4,Hapoel Acre,0,0,Shay Shitrit,Giv'at Napoleon,2000.0,2012,0,0,0,0,1,0,0,0,0,0,0,0,2012 - Regular Season - 26 - Hapoel Acre,2012 - Regular Season - 26 - Hapoel Tel Aviv,0,24,,,14.0,0,42,,,3.0,Giv'at Napoleon,Bloomfield,99.72365341989246,5000.0,0.4,7.600902459542082,8.517193191416238,2011,2,4,Acre,Tel Aviv
176,2013-03-09,18:00,Regular Season,26,Hapoel Haifa,Hapoel Ramat Gan,10,13,Hapoel Ramat Gan,2,1,Eitan Tabrizi,Kiryat Eliezer,4000.0,2012,0,0,0,0,0,1,0,0,0,0,0,0,2012 - Regular Season - 26 - Hapoel Haifa,2012 - Regular Season - 26 - Hapoel Ramat Gan,0,28,,,13.0,1,25,,,12.0,Kiryat Eliezer,Ramat Gan,81.92573419492494,14000.0,0.2857142857142857,8.294049640102028,9.546812608597396,1955,58,3364,Haifa,Ramat Gan
177,2013-03-09,18:00,Regular Season,26,Hapoel Beer Sheva,Hapoel Ramat haSharon,9,6,Hapoel Beer Sheva,0,1,Asaf Kenan,Vasermil,2500.0,2012,0,0,0,0,0,1,0,0,0,0,0,0,2012 - Regular Season - 26 - Hapoel Beer Sheva,2012 - Regular Season - 26 - Hapoel Ramat haSharon,0,30,,,9.0,0,37,,,6.0,Vasermil,Grundman,97.26368157677992,13000.0,0.19230769230769232,7.824046010856292,9.472704636443673,1959,54,2916,Be'er Sheva,Ramat HaSharon
178,2013-03-09,18:00,Regular Season,26,Ironi Kiryat Shmona,Ihud Bnei Sakhnin,3,12,Ihud Bnei Sakhnin,2,0,Roi Reinshreiber,Kiryat Shmona Municipal,1500.0,2012,0,0,0,0,0,1,0,0,0,0,0,0,2012 - Regular Season - 26 - Ironi Kiryat Shmona,2012 - Regular Season - 26 - Ihud Bnei Sakhnin,0,43,,,4.0,0,26,,,11.0,Kiryat Shmona Municipal,Doha,45.24673360913343,5300.0,0.2830188679245283,7.313220387090301,8.575462099540212,1989,24,576,Kiryat Shmona,Sakhnin
179,2013-03-09,19:30,Regular Season,26,Maccabi Netanya,Maccabi Haifa,11,2,Maccabi Netanya,1,2,Erez Papir,Netanya,9000.0,2012,0,0,0,0,0,0,1,0,0,0,0,0,2012 - Regular Season - 26 - Maccabi Netanya,2012 - Regular Season - 26 - Maccabi Haifa,0,27,,,10.0,0,49,,,2.0,Netanya,Kiryat Eliezer,60.094842625445,13800.0,0.6521739130434783,9.104979856318357,9.532423871145296,2012,1,1,Netanya,Haifa
180,2013-03-10,20:50,Regular Season,26,Maccabi Tel Aviv,Beitar Jerusalem,1,8,Beitar Jerusalem,5,0,Menashe Masiah,Bloomfield,12000.0,2012,0,0,0,0,0,0,0,1,0,0,0,0,2012 - Regular Season - 26 - Maccabi Tel Aviv,2012 - Regular Season - 26 - Beitar Jerusalem,0,59,,,1.0,0,33,,,7.0,Bloomfield,Teddy,52.53896813753319,29400.0,0.40816326530612246,9.392661928770137,10.288749953326773,1962,51,2601,Tel Aviv,Jerusalem
181,2013-03-11,20:15,Regular Season,26,FC Ashdod,Bnei Yehuda Tel Aviv,7,5,FC Ashdod,2,1,Ziv Adler,Yud-Alef,700.0,2012,0,0,0,0,0,0,0,1,0,0,0,0,2012 - Regular Season - 26 - FC Ashdod,2012 - Regular Season - 26 - Bnei Yehuda Tel Aviv,0,35,,,8.0,0,38,,,5.0,Yud-Alef,Bloomfield,28.811916682556806,7800.0,0.08974358974358974,6.551080335043404,8.961879012677683,1966,47,2209,Ashdod,Tel Aviv
182,2013-03-16,17:00,Championship Round,1,Ironi Kiryat Shmona,Hapoel Tel Aviv,4,3,Ironi Kiryat Shmona,0,1,Menashe Masiah,Kiryat Shmona Municipal,2000.0,2012,0,0,0,0,1,0,0,0,0,0,0,0,2012 - Championship Round - 1 - Ironi Kiryat Shmona,2012 - Championship Round - 1 - Hapoel Tel Aviv,0,0,,,3.0,0,3,,,4.0,Kiryat Shmona Municipal,Bloomfield,149.2857438267817,5300.0,0.37735849056603776,7.600902459542082,8.575462099540212,1989,24,576,Kiryat Shmona,Tel Aviv
183,2013-03-16,19:30,Championship Round,1,Maccabi Tel Aviv,Hapoel Ramat haSharon,1,6,Hapoel Ramat haSharon,1,0,Daniel Bar Natan,Bloomfield,11300.0,2012,0,0,0,0,0,0,1,0,0,0,0,0,2012 - Championship Round - 1 - Maccabi Tel Aviv,2012 - Championship Round - 1 - Hapoel Ramat haSharon,0,3,,,1.0,0,0,,,6.0,Bloomfield,Grundman,12.532931346252544,29400.0,0.3843537414965986,9.332558004700433,10.288749953326773,1962,51,2601,Tel Aviv,Ramat HaSharon
184,2013-03-17,20:50,Championship Round,1,Maccabi Haifa,Bnei Yehuda Tel Aviv,2,5,Bnei Yehuda Tel Aviv,1,0,Liran Liany,Kiryat Eliezer,9000.0,2012,0,0,0,0,0,0,0,1,0,0,0,0,2012 - Championship Round - 1 - Maccabi Haifa,2012 - Championship Round - 1 - Bnei Yehuda Tel Aviv,0,3,,,2.0,0,0,,,5.0,Kiryat Eliezer,Bloomfield,88.45445851450366,14000.0,0.6428571428571429,9.104979856318357,9.546812608597396,1955,58,3364,Haifa,Tel Aviv
185,2013-03-30,15:00,Championship Round,2,Bnei Yehuda Tel Aviv,Ironi Kiryat Shmona,5,4,Bnei Yehuda Tel Aviv,1,1,Guy Berger,Bloomfield,2500.0,2012,0,0,1,0,0,0,0,0,0,0,0,0,2012 - Championship Round - 2 - Bnei Yehuda Tel Aviv,2012 - Championship Round - 2 - Ironi Kiryat Shmona,0,1,,,5.0,0,1,,,4.0,Bloomfield,Kiryat Shmona Municipal,149.2857438267817,29400.0,0.08503401360544217,7.824046010856292,10.288749953326773,1962,51,2601,Tel Aviv,Kiryat Shmona
186,2013-03-30,19:05,Championship Round,2,Hapoel Ramat haSharon,Hapoel Tel Aviv,6,3,Hapoel Ramat haSharon,0,1,Orel Grinfeld,Grundman,1400.0,2012,0,0,0,0,0,0,1,0,0,0,0,0,2012 - Championship Round - 2 - Hapoel Ramat haSharon,2012 - Championship Round - 2 - Hapoel Tel Aviv,0,0,,,6.0,0,6,,,2.0,Grundman,Bloomfield,12.532931346252544,4700.0,0.2978723404255319,7.24422751560335,8.45531778769815,1998,15,225,Ramat HaSharon,Tel Aviv
187,2013-03-30,19:50,Championship Round,2,Maccabi Tel Aviv,Maccabi Haifa,1,2,Maccabi Haifa,0,0,Alon Yefet,Bloomfield,13600.0,2012,0,0,0,0,0,0,1,0,0,0,0,0,2012 - Championship Round - 2 - Maccabi Tel Aviv,2012 - Championship Round - 2 - Maccabi Haifa,0,4,,,1.0,0,4,,,3.0,Bloomfield,Kiryat Eliezer,88.45445851450366,29400.0,0.46258503401360546,9.517825071724143,10.288749953326773,1962,51,2601,Tel Aviv,Haifa
188,2013-04-02,18:45,Championship Round,3,Hapoel Tel Aviv,Bnei Yehuda Tel Aviv,3,5,Bnei Yehuda Tel Aviv,2,1,Roi Reinshreiber,Bloomfield,6000.0,2012,0,0,0,0,0,1,0,0,0,0,0,0,2012 - Championship Round - 3 - Hapoel Tel Aviv,2012 - Championship Round - 3 - Bnei Yehuda Tel Aviv,0,9,,,1.0,0,1,,,5.0,Bloomfield,Bloomfield,0.0,29400.0,0.20408163265306123,8.699514748210191,10.288749953326773,1962,51,2601,Tel Aviv,Tel Aviv
189,2013-04-02,19:30,Championship Round,3,Maccabi Haifa,Hapoel Ramat haSharon,2,6,Hapoel Ramat haSharon,6,0,Erez Papir,Kiryat Eliezer,6000.0,2012,0,0,0,0,0,0,1,0,0,0,0,0,2012 - Championship Round - 3 - Maccabi Haifa,2012 - Championship Round - 3 - Hapoel Ramat haSharon,0,7,,,3.0,0,0,,,6.0,Kiryat Eliezer,Grundman,78.31477543481166,14000.0,0.42857142857142855,8.699514748210191,9.546812608597396,1955,58,3364,Haifa,Ramat HaSharon
190,2013-04-03,20:40,Championship Round,3,Ironi Kiryat Shmona,Maccabi Tel Aviv,4,1,Ironi Kiryat Shmona,1,3,Eitan Shmuelevic,Kiryat Shmona Municipal,4500.0,2012,0,0,0,0,0,0,0,1,0,0,1,0,2012 - Championship Round - 3 - Ironi Kiryat Shmona,2012 - Championship Round - 3 - Maccabi Tel Aviv,0,1,,,4.0,0,7,,,2.0,Kiryat Shmona Municipal,Bloomfield,149.2857438267817,5300.0,0.8490566037735849,8.411832675758411,8.575462099540212,1989,24,576,Kiryat Shmona,Tel Aviv
191,2013-04-06,18:00,Championship Round,4,Hapoel Ramat haSharon,Bnei Yehuda Tel Aviv,6,5,Hapoel Ramat haSharon,0,3,Zvika Levi,Grundman,300.0,2012,0,0,0,0,0,1,0,0,0,0,0,0,2012 - Championship Round - 4 - Hapoel Ramat haSharon,2012 - Championship Round - 4 - Bnei Yehuda Tel Aviv,0,0,,,6.0,0,4,,,4.0,Grundman,Bloomfield,12.532931346252544,4700.0,0.06382978723404255,5.703782474656201,8.45531778769815,1998,15,225,Ramat HaSharon,Tel Aviv
192,2013-04-06,20:30,Championship Round,4,Maccabi Haifa,Ironi Kiryat Shmona,2,4,Ironi Kiryat Shmona,3,2,Halim Zatma,Kiryat Eliezer,8000.0,2012,0,0,0,0,0,0,0,1,0,0,0,0,2012 - Championship Round - 4 - Maccabi Haifa,2012 - Championship Round - 4 - Ironi Kiryat Shmona,0,10,,,2.0,0,1,,,5.0,Kiryat Eliezer,Kiryat Shmona Municipal,69.79442636450398,14000.0,0.5714285714285714,8.987196820661973,9.546812608597396,1955,58,3364,Haifa,Kiryat Shmona
193,2013-04-06,21:10,Championship Round,4,Maccabi Tel Aviv,Hapoel Tel Aviv,1,3,Hapoel Tel Aviv,2,0,Orel Grinfeld,Bloomfield,14000.0,2012,1,0,0,0,0,0,0,0,1,0,0,0,2012 - Championship Round - 4 - Maccabi Tel Aviv,2012 - Championship Round - 4 - Hapoel Tel Aviv,0,10,,,3.0,0,9,,,1.0,Bloomfield,Bloomfield,0.0,29400.0,0.47619047619047616,9.546812608597396,10.288749953326773,1962,51,2601,Tel Aviv,Tel Aviv
194,2013-04-13,15:30,Championship Round,5,Hapoel Tel Aviv,Maccabi Haifa,3,2,Hapoel Tel Aviv,2,2,Liran Liany,Bloomfield,9000.0,2012,0,0,1,0,0,0,0,0,0,0,0,0,2012 - Championship Round - 5 - Hapoel Tel Aviv,2012 - Championship Round - 5 - Maccabi Haifa,0,10,,,3.0,0,11,,,1.0,Bloomfield,Kiryat Eliezer,88.45445851450366,29400.0,0.30612244897959184,9.104979856318357,10.288749953326773,1962,51,2601,Tel Aviv,Haifa
195,2013-04-13,18:00,Championship Round,5,Ironi Kiryat Shmona,Hapoel Ramat haSharon,4,6,Hapoel Ramat haSharon,1,0,Liran Wachsberger,Kiryat Shmona Municipal,500.0,2012,0,0,0,0,0,1,0,0,0,0,0,0,2012 - Championship Round - 5 - Ironi Kiryat Shmona,2012 - Championship Round - 5 - Hapoel Ramat haSharon,0,4,,,5.0,0,0,,,6.0,Kiryat Shmona Municipal,Grundman,137.30920736642844,5300.0,0.09433962264150944,6.214608098422191,8.575462099540212,1989,24,576,Kiryat Shmona,Ramat HaSharon
196,2013-04-13,21:10,Championship Round,5,Bnei Yehuda Tel Aviv,Maccabi Tel Aviv,5,1,Bnei Yehuda Tel Aviv,2,2,Shay Shitrit,Bloomfield,14000.0,2012,0,0,0,0,0,0,0,0,1,0,0,0,2012 - Championship Round - 5 - Bnei Yehuda Tel Aviv,2012 - Championship Round - 5 - Maccabi Tel Aviv,0,5,,,4.0,0,11,,,2.0,Bloomfield,Bloomfield,0.0,29400.0,0.47619047619047616,9.546812608597396,10.288749953326773,1962,51,2601,Tel Aviv,Tel Aviv
197,2013-04-20,17:00,Championship Round,6,Hapoel Tel Aviv,Ironi Kiryat Shmona,3,4,Ironi Kiryat Shmona,1,4,Guy Berger,Bloomfield,5000.0,2012,0,0,0,0,1,0,0,0,0,0,0,0,2012 - Championship Round - 6 - Hapoel Tel Aviv,2012 - Championship Round - 6 - Ironi Kiryat Shmona,0,10,,,3.0,0,7,,,5.0,Bloomfield,Kiryat Shmona Municipal,149.2857438267817,29400.0,0.17006802721088435,8.517193191416238,10.288749953326773,1962,51,2601,Tel Aviv,Kiryat Shmona
198,2013-04-21,20:00,Championship Round,6,Bnei Yehuda Tel Aviv,Maccabi Haifa,5,2,Bnei Yehuda Tel Aviv,2,1,Eitan Shmuelevic,Bloomfield,2000.0,2012,0,0,0,0,0,0,0,1,0,0,0,0,2012 - Championship Round - 6 - Bnei Yehuda Tel Aviv,2012 - Championship Round - 6 - Maccabi Haifa,0,8,,,4.0,0,11,,,1.0,Bloomfield,Kiryat Eliezer,88.45445851450366,29400.0,0.06802721088435375,7.600902459542082,10.288749953326773,1962,51,2601,Tel Aviv,Haifa
199,2013-04-22,20:50,Championship Round,6,Hapoel Ramat haSharon,Maccabi Tel Aviv,6,1,Hapoel Ramat haSharon,0,2,Roi Reinshreiber,Ramat Gan,35000.0,2012,0,0,0,0,0,0,0,1,0,0,0,0,2012 - Championship Round - 6 - Hapoel Ramat haSharon,2012 - Championship Round - 6 - Maccabi Tel Aviv,0,0,,,6.0,0,14,,0.0,2.0,Grundman,Bloomfield,12.532931346252544,41583.0,0.8416901137484069,10.46310334047155,10.635446708881462,1950,63,3969,Ramat HaSharon,Tel Aviv
200,2013-04-27,18:00,Championship Round,7,Ironi Kiryat Shmona,Bnei Yehuda Tel Aviv,4,5,Bnei Yehuda Tel Aviv,0,1,Moshe Bohbot,Kiryat Shmona Municipal,800.0,2012,0,0,0,0,0,1,0,0,0,0,0,0,2012 - Championship Round - 7 - Ironi Kiryat Shmona,2012 - Championship Round - 7 - Bnei Yehuda Tel Aviv,0,7,,,5.0,0,11,,,4.0,Kiryat Shmona Municipal,Bloomfield,149.2857438267817,5300.0,0.1509433962264151,6.684611727667927,8.575462099540212,1989,24,576,Kiryat Shmona,Tel Aviv
201,2013-04-28,20:15,Championship Round,7,Hapoel Tel Aviv,Hapoel Ramat haSharon,3,6,Hapoel Ramat haSharon,2,0,Erez Papir,Bloomfield,4400.0,2012,0,0,0,0,0,0,0,1,0,0,0,0,2012 - Championship Round - 7 - Hapoel Tel Aviv,2012 - Championship Round - 7 - Hapoel Ramat haSharon,0,13,,,3.0,0,0,,,6.0,Bloomfield,Grundman,12.532931346252544,29400.0,0.14965986394557823,8.389359819906353,10.288749953326773,1962,51,2601,Tel Aviv,Ramat HaSharon
202,2013-04-29,20:50,Championship Round,7,Maccabi Haifa,Maccabi Tel Aviv,2,1,Maccabi Haifa,2,2,Oren Siminyan,Kiryat Eliezer,8500.0,2012,0,0,0,0,0,0,0,1,0,0,0,0,2012 - Championship Round - 7 - Maccabi Haifa,2012 - Championship Round - 7 - Maccabi Tel Aviv,0,12,,,2.0,0,15,,0.0,1.0,Kiryat Eliezer,Bloomfield,88.45445851450366,14000.0,0.6071428571428571,9.047821442478408,9.546812608597396,1955,58,3364,Haifa,Tel Aviv
203,2013-05-04,17:00,Championship Round,8,Maccabi Tel Aviv,Ironi Kiryat Shmona,1,4,Ironi Kiryat Shmona,1,0,Ziv Adler,Bloomfield,11000.0,2012,0,0,0,0,1,0,0,0,0,0,0,0,2012 - Championship Round - 8 - Maccabi Tel Aviv,2012 - Championship Round - 8 - Ironi Kiryat Shmona,0,18,,0.0,1.0,0,7,,,5.0,Bloomfield,Kiryat Shmona Municipal,149.2857438267817,29400.0,0.3741496598639456,9.305650551780507,10.288749953326773,1962,51,2601,Tel Aviv,Kiryat Shmona
