,date,kot,season,round_type,round,home_team,home_team_city,away_team,away_team_city,referee,attendance,home_score,away_score,home_won,away_won,draw,home_pos_b4_game,home_lg_b4_game,away_pos_b4_game,away_lg_b4_game,underdog,home_position,away_position,kot_15_16,kot_16_17,kot_17_18,kot_18_19,kot_19_20,kot_20_21,kot_21_22,kot_22_23,derby,while_world_cup,while_champion_league,while_european_games,home_promoted,home_league_pts,home_is_relegated,home_is_champion,away_promoted,away_league_pts,away_is_relegated,away_is_champion,game_stadium,capacity,att_ratio,ln(attendance),ln(capacity),built_in,stadium_age,stadium_age_squared,home_team_stadium,away_team_stadium,distance_in_km,home_key,away_key,day_of_week_num,day_of_week
10,2022-08-27,20:15,2022,Regular Season,2,FC Ashdod,Ashdod,Sekzia Ness Ziona,Ness Ziona,Ohad Asulin,621,1,0,1,0,0,5,3,12,0,Sekzia Ness Ziona,3,12,False,False,False,False,False,True,False,False,0,0,0,1,0,6,,,1,0,,,Yud-Alef,7800.0,0.07961538461538462,6.431331081933479,8.961879012677683,1966,56,3136,Yud-Alef,HaMoshava,38.511796697791986,2022 - Regular Season - 2 - FC Ashdod,2022 - Regular Season - 2 - Sekzia Ness Ziona,5,Saturday
11,2022-08-28,19:15,2022,Regular Season,2,Maccabi Bnei Reineh,Reineh,Hapoel Haifa,Haifa,Shalom Ben Avraham,1316,1,1,0,0,1,14,0,4,3,Maccabi Bnei Reineh,10,4,False,False,False,False,True,False,False,False,0,0,0,1,1,1,,,0,4,,,Green,5200.0,0.2530769230769231,7.182352111885263,8.556413904569519,1965,57,3249,Green,Sammy Ofer,34.05359535341185,2022 - Regular Season - 2 - Maccabi Bnei Reineh,2022 - Regular Season - 2 - Hapoel Haifa,6,Sunday
12,2022-08-28,20:15,2022,Regular Season,2,Beitar Jerusalem,Jerusalem,Hapoel Beer Sheva,Beer Sheva,Orel Grinfeld,10005,0,5,0,1,0,13,0,9,0,Beitar Jerusalem,14,6,False,False,False,False,False,True,False,False,0,0,0,1,0,0,,,0,3,,,HaMoshava,11500.0,0.87,9.210840247017833,9.350102314351341,2011,11,121,Teddy,Turner,65.81013503318253,2022 - Regular Season - 2 - Beitar Jerusalem,2022 - Regular Season - 2 - Hapoel Beer Sheva,6,Sunday
13,2022-08-29,20:15,2022,Regular Season,2,Hapoel Hadera,Hadera,Maccabi Tel Aviv,Tel Aviv,Idan Leiba,8820,0,6,0,1,0,7,1,1,3,Hapoel Hadera,11,1,False,False,False,False,False,True,False,False,0,0,0,1,0,1,,,0,6,,,Netanya,13800.0,0.6391304347826087,9.084777149000837,9.532423871145296,2012,10,100,Netanya,Bloomfield,28.62028018889023,2022 - Regular Season - 2 - Hapoel Hadera,2022 - Regular Season - 2 - Maccabi Tel Aviv,0,Monday
14,2022-09-03,18:00,2022,Regular Season,3,Maccabi Tel Aviv,Tel Aviv,Ironi Kiryat Shmona,Kiryat Shmona,Snir Levi,24880,3,1,1,0,0,1,6,4,4,Ironi Kiryat Shmona,1,7,False,False,False,True,False,False,False,False,0,0,0,1,0,9,,,0,4,,,Bloomfield,29400.0,0.8462585034013606,10.121819546853116,10.288749953326773,1962,60,3600,Bloomfield,Kiryat Shmona Municipal,149.2857438267817,2022 - Regular Season - 3 - Maccabi Tel Aviv,2022 - Regular Season - 3 - Ironi Kiryat Shmona,5,Saturday
15,2022-09-03,19:00,2022,Regular Season,3,Hapoel Jerusalem,Jerusalem,FC Ashdod,Ashdod,Niv Steif,1209,3,0,1,0,0,9,2,3,6,Hapoel Jerusalem,5,4,False,False,False,False,True,False,False,False,0,0,0,1,0,5,,,0,6,,,HaMoshava,11500.0,0.1051304347826087,7.097548850614793,9.350102314351341,2011,11,121,Teddy,Yud-Alef,51.78822460754719,2022 - Regular Season - 3 - Hapoel Jerusalem,2022 - Regular Season - 3 - FC Ashdod,5,Saturday
16,2022-09-03,20:00,2022,Regular Season,3,Hapoel Haifa,Haifa,Ihud Bnei Sakhnin,Sakhnin,Aviad Shiloah,3100,1,2,0,1,0,5,4,7,3,Ihud Bnei Sakhnin,6,3,False,False,False,False,False,True,False,False,0,0,0,1,0,4,,,0,6,,,Sammy Ofer,30858.0,0.10046017240261844,8.039157390473237,10.337151315002972,2014,8,64,Sammy Ofer,Doha,33.654959093171044,2022 - Regular Season - 3 - Hapoel Haifa,2022 - Regular Season - 3 - Ihud Bnei Sakhnin,5,Saturday
17,2022-09-03,20:15,2022,Regular Season,3,Hapoel Beer Sheva,Beer Sheva,Maccabi Haifa,Haifa,Igal Frid,14425,1,2,0,1,0,6,3,2,6,Hapoel Beer Sheva,9,2,False,False,False,False,False,True,False,False,0,0,0,1,0,3,,,0,9,,,Turner,16126.0,0.8945181694158502,9.5767180913763,9.688188155244967,2015,7,49,Turner,Sammy Ofer,168.30925295298871,2022 - Regular Season - 3 - Hapoel Beer Sheva,2022 - Regular Season - 3 - Maccabi Haifa,5,Saturday
18,2022-09-04,19:00,2022,Regular Season,3,Maccabi Bnei Reineh,Reineh,Hapoel Hadera,Hadera,Gal Levi,766,1,2,0,1,0,10,1,11,1,Hapoel Hadera,13,8,False,False,False,False,True,False,False,False,0,0,0,1,1,1,,,0,4,,,Green,5200.0,0.1473076923076923,6.641182169740591,8.556413904569519,1965,57,3249,Green,Netanya,60.712232383898765,2022 - Regular Season - 3 - Maccabi Bnei Reineh,2022 - Regular Season - 3 - Hapoel Hadera,6,Sunday
19,2022-09-04,20:15,2022,Regular Season,3,Sekzia Ness Ziona,Ness Ziona,Beitar Jerusalem,Jerusalem,Idan Leiba,4833,0,3,0,1,0,12,0,14,0,Beitar Jerusalem,14,12,False,False,False,False,False,True,False,False,0,0,0,1,1,0,,,0,3,,,HaMoshava,11500.0,0.4202608695652174,8.483222671845084,9.350102314351341,2011,11,121,HaMoshava,Teddy,49.83677550365053,2022 - Regular Season - 3 - Sekzia Ness Ziona,2022 - Regular Season - 3 - Beitar Jerusalem,6,Sunday
20,2022-09-05,20:15,2022,Regular Season,3,Maccabi Netanya,Netanya,Hapoel Tel Aviv,Tel Aviv,Eitan Shmuelevic,8256,0,2,0,1,0,8,3,13,0,Hapoel Tel Aviv,10,11,False,False,False,False,False,True,False,False,0,0,0,1,0,3,,,0,3,,,Netanya,13800.0,0.5982608695652174,9.018695487721343,9.532423871145296,2012,10,100,Netanya,Bloomfield,28.62028018889023,2022 - Regular Season - 3 - Maccabi Netanya,2022 - Regular Season - 3 - Hapoel Tel Aviv,0,Monday
21,2022-09-10,18:00,2022,Regular Season,4,Maccabi Haifa,Haifa,Sekzia Ness Ziona,Ness Ziona,Erez Papir,28456,3,1,1,0,0,2,9,14,0,Sekzia Ness Ziona,1,14,False,False,False,True,False,False,False,False,0,0,0,1,0,12,,,1,0,,,Sammy Ofer,30858.0,0.9221595696415841,10.256114313628292,10.337151315002972,2014,8,64,Sammy Ofer,HaMoshava,75.84154503558618,2022 - Regular Season - 4 - Maccabi Haifa,2022 - Regular Season - 4 - Sekzia Ness Ziona,5,Saturday
22,2022-09-10,19:30,2022,Regular Season,4,Hapoel Hadera,Hadera,Hapoel Haifa,Haifa,Nael Odeh,989,1,1,0,0,1,8,4,6,4,Hapoel Hadera,9,7,False,False,False,False,True,False,False,False,0,0,0,1,0,5,,,0,5,,,Netanya,13800.0,0.07166666666666667,6.8966943316227125,9.532423871145296,2012,10,100,Netanya,Sammy Ofer,55.00741285608684,2022 - Regular Season - 4 - Hapoel Hadera,2022 - Regular Season - 4 - Hapoel Haifa,5,Saturday
23,2022-09-10,19:30,2022,Regular Season,4,Ihud Bnei Sakhnin,Sakhnin,Maccabi Netanya,Netanya,Shalom Ben Avraham,3180,0,0,0,0,1,3,6,10,3,Maccabi Netanya,4,10,False,False,False,False,True,False,False,False,0,0,0,1,0,7,,,0,4,,,Doha,8500.0,0.37411764705882355,8.064636475774222,9.047821442478408,2006,16,256,Doha,Netanya,76.03997589403676,2022 - Regular Season - 4 - Ihud Bnei Sakhnin,2022 - Regular Season - 4 - Maccabi Netanya,5,Saturday
24,2022-09-10,20:15,2022,Regular Season,4,FC Ashdod,Ashdod,Maccabi Tel Aviv,Tel Aviv,Orel Grinfeld,6054,0,0,0,0,1,4,6,1,9,FC Ashdod,5,2,False,False,False,False,False,True,False,False,0,0,0,1,0,7,,,0,10,,,Yud-Alef,7800.0,0.7761538461538462,8.708474489581665,8.961879012677683,1966,56,3136,Yud-Alef,Bloomfield,28.811916682556806,2022 - Regular Season - 4 - FC Ashdod,2022 - Regular Season - 4 - Maccabi Tel Aviv,5,Saturday
25,2022-09-11,20:15,2022,Regular Season,4,Hapoel Tel Aviv,Tel Aviv,Hapoel Beer Sheva,Beer Sheva,Gal Leibovitz,10700,2,3,0,1,0,11,3,9,3,Hapoel Tel Aviv,11,6,False,False,False,False,False,True,False,False,0,0,0,1,0,3,,,0,6,,,Bloomfield,29400.0,0.36394557823129253,9.277999020449997,10.288749953326773,1962,60,3600,Bloomfield,Turner,86.29874526368715,2022 - Regular Season - 4 - Hapoel Tel Aviv,2022 - Regular Season - 4 - Hapoel Beer Sheva,6,Sunday
26,2022-09-11,20:45,2022,Regular Season,4,Ironi Kiryat Shmona,Kiryat Shmona,Maccabi Bnei Reineh,Reineh,Ohad Asulin,1700,1,1,0,0,1,7,4,13,1,Maccabi Bnei Reineh,8,13,False,False,False,False,False,True,False,False,0,0,0,1,0,5,,,1,2,,,Kiryat Shmona Municipal,5300.0,0.32075471698113206,7.438383530044307,8.575462099540212,1989,33,1089,Kiryat Shmona Municipal,Green,62.57628296859898,2022 - Regular Season - 4 - Ironi Kiryat Shmona,2022 - Regular Season - 4 - Maccabi Bnei Reineh,6,Sunday
27,2022-09-12,20:30,2022,Regular Season,4,Beitar Jerusalem,Jerusalem,Hapoel Jerusalem,Jerusalem,Eitan Shmuelevic,19000,0,1,0,1,0,12,3,5,5,Beitar Jerusalem,12,3,False,False,False,False,False,True,False,False,1,0,0,1,0,3,,,0,8,,,Teddy,31733.0,0.5987457851448019,9.852194258148577,10.365112427854497,1990,32,1024,Teddy,Teddy,0.0,2022 - Regular Season - 4 - Beitar Jerusalem,2022 - Regular Season - 4 - Hapoel Jerusalem,0,Monday
28,2022-09-17,18:00,2022,Regular Season,5,Sekzia Ness Ziona,Ness Ziona,Hapoel Tel Aviv,Tel Aviv,Snir Levi,4903,4,3,1,0,0,14,0,11,3,Sekzia Ness Ziona,13,11,False,False,False,True,False,False,False,False,0,0,0,1,1,3,,,0,3,,,HaMoshava,11500.0,0.42634782608695654,8.497602541651233,9.350102314351341,2011,11,121,HaMoshava,Bloomfield,11.407364209149236,2022 - Regular Season - 5 - Sekzia Ness Ziona,2022 - Regular Season - 5 - Hapoel Tel Aviv,5,Saturday
29,2022-09-17,19:30,2022,Regular Season,5,Maccabi Bnei Reineh,Reineh,FC Ashdod,Ashdod,Yoav Mizrahi,1061,1,1,0,0,1,13,2,5,7,Maccabi Bnei Reineh,12,5,False,False,False,False,True,False,False,False,0,0,0,1,1,3,,,0,8,,,Green,5200.0,0.20403846153846153,6.966967138613983,8.556413904569519,1965,57,3249,Green,Yud-Alef,115.81087389929358,2022 - Regular Season - 5 - Maccabi Bnei Reineh,2022 - Regular Season - 5 - FC Ashdod,5,Saturday
30,2022-09-17,20:00,2022,Regular Season,5,Hapoel Haifa,Haifa,Maccabi Netanya,Netanya,Igal Frid,2750,0,0,0,0,1,7,5,10,4,Maccabi Netanya,7,10,False,False,False,False,False,True,False,False,0,0,0,1,0,6,,,0,5,,,Sammy Ofer,30858.0,0.08911789487329055,7.919356190660617,10.337151315002972,2014,8,64,Sammy Ofer,Netanya,55.00741285608684,2022 - Regular Season - 5 - Hapoel Haifa,2022 - Regular Season - 5 - Maccabi Netanya,5,Saturday
31,2022-09-17,20:30,2022,Regular Season,5,Maccabi Tel Aviv,Tel Aviv,Beitar Jerusalem,Jerusalem,Roi Reinshreiber,26043,4,0,1,0,0,2,10,12,3,Beitar Jerusalem,1,14,False,False,False,False,False,True,False,False,0,0,0,1,0,13,,,0,3,,,Bloomfield,29400.0,0.8858163265306123,10.167504297059917,10.288749953326773,1962,60,3600,Bloomfield,Teddy,52.53896813753319,2022 - Regular Season - 5 - Maccabi Tel Aviv,2022 - Regular Season - 5 - Beitar Jerusalem,5,Saturday
32,2022-09-18,19:00,2022,Regular Season,5,Hapoel Hadera,Hadera,Ironi Kiryat Shmona,Kiryat Shmona,Niv Steif,500,1,1,0,0,1,9,5,8,5,Hapoel Hadera,9,8,False,False,False,False,True,False,False,False,0,0,0,1,0,6,,,0,6,,,Netanya,13800.0,0.036231884057971016,6.214608098422191,9.532423871145296,2012,10,100,Netanya,Kiryat Shmona Municipal,121.28583945619715,2022 - Regular Season - 5 - Hapoel Hadera,2022 - Regular Season - 5 - Ironi Kiryat Shmona,6,Sunday
33,2022-09-18,20:00,2022,Regular Season,5,Hapoel Beer Sheva,Beer Sheva,Ihud Bnei Sakhnin,Sakhnin,Idan Leiba,10409,1,0,1,0,0,6,6,4,7,Hapoel Beer Sheva,4,6,False,False,False,False,False,True,False,False,0,0,0,1,0,9,,,0,7,,,Turner,16126.0,0.6454793501178222,9.250426095515468,9.688188155244967,2015,7,49,Turner,Doha,183.6453632547279,2022 - Regular Season - 5 - Hapoel Beer Sheva,2022 - Regular Season - 5 - Ihud Bnei Sakhnin,6,Sunday
34,2022-09-18,20:15,2022,Regular Season,5,Hapoel Jerusalem,Jerusalem,Maccabi Haifa,Haifa,Aviad Shiloah,6831,3,0,1,0,0,3,8,1,12,Hapoel Jerusalem,3,2,False,False,False,False,False,True,False,False,0,0,0,1,0,11,,,0,12,,,Teddy,31733.0,0.21526486622758642,8.82922635473185,10.365112427854497,1990,32,1024,Teddy,Sammy Ofer,116.4007000708512,2022 - Regular Season - 5 - Hapoel Jerusalem,2022 - Regular Season - 5 - Maccabi Haifa,6,Sunday
35,2022-10-01,18:00,2022,Regular Season,6,Ironi Kiryat Shmona,Kiryat Shmona,Hapoel Haifa,Haifa,David Fucsman,2048,1,1,0,0,1,8,6,7,6,Ironi Kiryat Shmona,8,7,False,False,False,True,False,False,False,False,0,0,0,1,0,7,,,0,7,,,Kiryat Shmona Municipal,5300.0,0.3864150943396226,7.6246189861593985,8.575462099540212,1989,33,1089,Kiryat Shmona Municipal,Sammy Ofer,74.01608129373125,2022 - Regular Season - 6 - Ironi Kiryat Shmona,2022 - Regular Season - 6 - Hapoel Haifa,5,Saturday
36,2022-10-01,19:15,2022,Regular Season,6,FC Ashdod,Ashdod,Hapoel Hadera,Hadera,Gal Leibovitz,695,1,1,0,0,1,5,8,9,6,Hapoel Hadera,6,9,False,False,False,False,True,False,False,False,0,0,0,1,0,9,,,0,7,,,Yud-Alef,7800.0,0.0891025641025641,6.543911845564792,8.961879012677683,1966,56,3136,Yud-Alef,Netanya,57.423522530876554,2022 - Regular Season - 6 - FC Ashdod,2022 - Regular Season - 6 - Hapoel Hadera,5,Saturday
37,2022-10-01,20:00,2022,Regular Season,6,Maccabi Netanya,Netanya,Hapoel Beer Sheva,Beer Sheva,Roi Reinshreiber,5190,1,2,0,1,0,10,5,4,9,Maccabi Netanya,11,4,False,False,False,False,False,True,False,False,0,0,0,1,0,5,,,0,12,,,Netanya,13800.0,0.3760869565217391,8.554488976159934,9.532423871145296,2012,10,100,Netanya,Turner,113.49021676171931,2022 - Regular Season - 6 - Maccabi Netanya,2022 - Regular Season - 6 - Hapoel Beer Sheva,5,Saturday
38,2022-10-01,20:30,2022,Regular Season,6,Maccabi Haifa,Haifa,Maccabi Tel Aviv,Tel Aviv,Eitan Shmuelevic,29761,2,0,1,0,0,2,12,1,13,Maccabi Haifa,1,3,False,False,False,False,False,True,False,False,0,0,0,1,0,15,,,0,13,,,Sammy Ofer,30858.0,0.9644500615723637,10.300954090533025,10.337151315002972,2014,8,64,Sammy Ofer,Bloomfield,83.34157294325398,2022 - Regular Season - 6 - Maccabi Haifa,2022 - Regular Season - 6 - Maccabi Tel Aviv,5,Saturday
39,2022-10-02,19:00,2022,Regular Season,6,Ihud Bnei Sakhnin,Sakhnin,Sekzia Ness Ziona,Ness Ziona,Gal Levi,2100,2,0,1,0,0,6,7,13,3,Sekzia Ness Ziona,5,13,False,False,False,False,True,False,False,False,0,0,0,1,0,10,,,1,3,,,Doha,8500.0,0.24705882352941178,7.649692623711514,9.047821442478408,2006,16,256,Doha,HaMoshava,94.3286993494961,2022 - Regular Season - 6 - Ihud Bnei Sakhnin,2022 - Regular Season - 6 - Sekzia Ness Ziona,6,Sunday
40,2022-10-02,20:15,2022,Regular Season,6,Hapoel Tel Aviv,Tel Aviv,Hapoel Jerusalem,Jerusalem,Niv Steif,8700,1,3,0,1,0,11,3,3,11,Hapoel Tel Aviv,12,2,False,False,False,False,False,True,False,False,0,0,0,1,0,3,,,0,14,,,Bloomfield,29400.0,0.29591836734693877,9.071078304642676,10.288749953326773,1962,60,3600,Bloomfield,Teddy,52.53896813753319,2022 - Regular Season - 6 - Hapoel Tel Aviv,2022 - Regular Season - 6 - Hapoel Jerusalem,6,Sunday
41,2022-10-03,20:15,2022,Regular Season,6,Beitar Jerusalem,Jerusalem,Maccabi Bnei Reineh,Reineh,Erez Papir,8500,2,3,0,1,0,14,3,12,3,Beitar Jerusalem,14,10,False,False,False,False,False,True,False,False,0,0,0,1,0,3,,,1,6,,,Bloomfield,29400.0,0.2891156462585034,9.047821442478408,10.288749953326773,1962,60,3600,Teddy,Green,104.7171302011535,2022 - Regular Season - 6 - Beitar Jerusalem,2022 - Regular Season - 6 - Maccabi Bnei Reineh,0,Monday
42,2022-10-08,18:00,2022,Regular Season,7,Sekzia Ness Ziona,Ness Ziona,Maccabi Netanya,Netanya,Orel Grinfeld,2119,1,1,0,0,1,13,3,11,5,Sekzia Ness Ziona,12,11,False,False,False,True,False,False,False,False,0,0,0,1,1,4,,,0,6,,,HaMoshava,11500.0,0.1842608695652174,7.6586995582682995,9.350102314351341,2011,11,121,HaMoshava,Netanya,21.068620422647992,2022 - Regular Season - 7 - Sekzia Ness Ziona,2022 - Regular Season - 7 - Maccabi Netanya,5,Saturday
43,2022-10-08,19:00,2022,Regular Season,7,Hapoel Jerusalem,Jerusalem,Ihud Bnei Sakhnin,Sakhnin,Snir Levi,2000,1,2,0,1,0,2,14,5,10,Ihud Bnei Sakhnin,3,5,False,False,False,False,True,False,False,False,0,0,0,1,0,14,,,0,13,,,Teddy,31733.0,0.06302587212050546,7.600902459542082,10.365112427854497,1990,32,1024,Teddy,Doha,124.2265572489955,2022 - Regular Season - 7 - Hapoel Jerusalem,2022 - Regular Season - 7 - Ihud Bnei Sakhnin,5,Saturday
44,2022-10-08,19:30,2022,Regular Season,7,Hapoel Hadera,Hadera,Beitar Jerusalem,Jerusalem,Igal Frid,3580,2,1,1,0,0,9,7,14,3,Beitar Jerusalem,7,14,False,False,False,False,True,False,False,False,0,0,0,1,0,10,,,0,3,,,Netanya,13800.0,0.2594202898550725,8.183118079394745,9.532423871145296,2012,10,100,Netanya,Teddy,67.68303794070863,2022 - Regular Season - 7 - Hapoel Hadera,2022 - Regular Season - 7 - Beitar Jerusalem,5,Saturday
45,2022-10-08,20:15,2022,Regular Season,7,Maccabi Bnei Reineh,Reineh,Maccabi Haifa,Haifa,Idan Leiba,4796,1,0,1,0,0,10,6,1,15,Maccabi Bnei Reineh,8,2,False,False,False,False,False,True,False,False,0,0,0,1,1,9,,,0,15,,,Green,5200.0,0.9223076923076923,8.475537516147405,8.556413904569519,1965,57,3249,Green,Sammy Ofer,34.05359535341185,2022 - Regular Season - 7 - Maccabi Bnei Reineh,2022 - Regular Season - 7 - Maccabi Haifa,5,Saturday
46,2022-10-10,19:00,2022,Regular Season,7,Ironi Kiryat Shmona,Kiryat Shmona,FC Ashdod,Ashdod,Shalom Ben Avraham,1958,1,1,0,0,1,8,7,6,9,Ironi Kiryat Shmona,10,6,False,False,False,False,True,False,False,False,0,0,0,0,0,8,,,0,10,,,Kiryat Shmona Municipal,5300.0,0.36943396226415093,7.579678823090456,8.575462099540212,1989,33,1089,Kiryat Shmona Municipal,Yud-Alef,177.81548695417501,2022 - Regular Season - 7 - Ironi Kiryat Shmona,2022 - Regular Season - 7 - FC Ashdod,0,Monday
47,2022-10-10,20:00,2022,Regular Season,7,Hapoel Beer Sheva,Beer Sheva,Hapoel Haifa,Haifa,Aviad Shiloah,12693,2,2,0,0,1,4,12,7,7,Hapoel Haifa,4,9,False,False,False,False,False,True,False,False,0,0,0,0,0,13,,,0,8,,,Turner,16126.0,0.7871139774277565,9.448805939388178,9.688188155244967,2015,7,49,Turner,Sammy Ofer,168.30925295298871,2022 - Regular Season - 7 - Hapoel Beer Sheva,2022 - Regular Season - 7 - Hapoel Haifa,0,Monday
48,2022-10-10,20:30,2022,Regular Season,7,Maccabi Tel Aviv,Tel Aviv,Hapoel Tel Aviv,Tel Aviv,Roi Reinshreiber,27642,3,0,1,0,0,3,13,12,3,Hapoel Tel Aviv,1,13,False,False,False,False,False,True,False,False,1,0,0,1,0,16,,,0,3,,,Bloomfield,29400.0,0.940204081632653,10.227091634163973,10.288749953326773,1962,60,3600,Bloomfield,Bloomfield,0.0,2022 - Regular Season - 7 - Maccabi Tel Aviv,2022 - Regular Season - 7 - Hapoel Tel Aviv,0,Monday
49,2022-10-15,17:30,2022,Regular Season,8,Hapoel Tel Aviv,Tel Aviv,Maccabi Bnei Reineh,Reineh,Orel Grinfeld,8700,2,0,1,0,0,13,3,8,9,Hapoel Tel Aviv,12,8,False,False,True,False,False,False,False,False,0,0,0,1,0,6,,,1,9,,,Bloomfield,29400.0,0.29591836734693877,9.071078304642676,10.288749953326773,1962,60,3600,Bloomfield,Green,87.66565729273792,2022 - Regular Season - 8 - Hapoel Tel Aviv,2022 - Regular Season - 8 - Maccabi Bnei Reineh,5,Saturday
